mom_lb,vol_s,vol_l,top_n,rebal,mom_w,dir,vol_tgt,Sharpe,CAGR,MDD,Calmar,Trades
5,5,20,2,14,0.3000,long,0.2500,0.9780,0.3424,-0.4822,0.7102,3421
20,10,40,1,7,0.5000,long,0.0000,0.9765,0.6772,-0.8739,0.7748,318
10,10,20,3,7,0.5000,long,0.0000,0.9760,0.5846,-0.8402,0.6958,874
20,5,20,2,14,0.3000,long,0.2500,0.9737,0.3498,-0.5243,0.6671,3546
10,3,40,3,3,0.3000,long,0.2500,0.9736,0.2839,-0.4026,0.7050,5392
10,10,40,2,14,0.7000,long,0.0000,0.9735,0.6014,-0.7463,0.8059,376
10,3,20,2,3,0.5000,long,0.2500,0.9710,0.2826,-0.4758,0.5939,3886
20,10,40,3,14,0.7000,long,0.2500,0.9708,0.3426,-0.5199,0.6589,4926
10,3,20,2,14,0.3000,long,0.2500,0.9707,0.3198,-0.4327,0.7391,3429
10,10,20,3,14,0.3000,long,0.2500,0.9698,0.3218,-0.6291,0.5115,4853
20,10,20,2,14,0.3000,long,0.0000,0.9697,0.5857,-0.8154,0.7183,399
10,10,40,2,14,0.5000,long,0.2500,0.9693,0.3306,-0.4936,0.6698,3419
10,5,20,3,7,0.7000,long,0.0000,0.9675,0.5759,-0.8466,0.6803,887
10,5,20,1,3,0.7000,long,0.2500,0.9674,0.2982,-0.4592,0.6494,2078
20,5,40,2,14,0.7000,long,0.2500,0.9672,0.3478,-0.5289,0.6576,3518
20,3,20,1,7,0.5000,long,0.2500,0.9670,0.3445,-0.4931,0.6987,1941
10,3,20,1,3,0.7000,long,0.2500,0.9668,0.2941,-0.5169,0.5690,2083
10,3,40,3,3,0.5000,long,0.2500,0.9643,0.2789,-0.4424,0.6304,5351
10,10,40,3,3,0.5000,long,0.2500,0.9631,0.2797,-0.3868,0.7232,5309
20,3,40,2,14,0.7000,long,0.2500,0.9629,0.3449,-0.5289,0.6521,3524
20,10,20,3,14,0.7000,long,0.2500,0.9627,0.3389,-0.5192,0.6527,4929
10,3,40,2,3,0.3000,long,0.2500,0.9600,0.2798,-0.3409,0.8206,3873
10,10,20,3,3,0.5000,long,0.2500,0.9599,0.2789,-0.4112,0.6782,5322
5,5,20,3,14,0.7000,long,0.2500,0.9598,0.3415,-0.4774,0.7153,4853
20,10,40,1,14,0.3000,long,0.0000,0.9595,0.6291,-0.8610,0.7307,220
20,3,40,1,14,0.3000,long,0.0000,0.9592,0.6033,-0.8561,0.7047,220
5,10,20,3,14,0.7000,long,0.2500,0.9581,0.3423,-0.4663,0.7341,4841
5,10,20,2,14,0.3000,long,0.2500,0.9577,0.3388,-0.5644,0.6002,3417
20,3,20,1,7,0.7000,long,0.2500,0.9576,0.3492,-0.5062,0.6899,1922
10,10,40,2,3,0.3000,long,0.2500,0.9567,0.2789,-0.3681,0.7578,3796
10,5,40,3,14,0.7000,long,0.2500,0.9552,0.3135,-0.5487,0.5714,4834
20,5,40,2,14,0.5000,long,0.2500,0.9534,0.3363,-0.4942,0.6805,3527
20,10,20,1,7,0.7000,long,0.0000,0.9534,0.6374,-0.8565,0.7442,328
20,10,40,1,3,0.3000,long,0.2500,0.9532,0.3219,-0.5173,0.6223,1990
10,5,20,2,3,0.5000,long,0.2500,0.9525,0.2760,-0.4022,0.6864,3836
10,3,40,2,3,0.7000,long,0.2500,0.9504,0.2759,-0.4363,0.6324,3833
20,3,20,1,3,0.3000,long,0.2500,0.9501,0.3377,-0.5834,0.5788,2113
20,10,40,2,14,0.3000,long,0.2500,0.9489,0.3317,-0.5098,0.6507,3538
20,5,40,1,7,0.7000,long,0.0000,0.9488,0.6033,-0.9193,0.6562,306
10,10,40,1,3,0.3000,long,0.2500,0.9488,0.3031,-0.3143,0.9644,2039
20,10,40,1,7,0.5000,long,0.2500,0.9480,0.3395,-0.4863,0.6982,1913
10,5,40,2,7,0.7000,long,0.0000,0.9472,0.5672,-0.8178,0.6936,635
10,3,20,3,14,0.7000,long,0.2500,0.9458,0.3116,-0.5606,0.5559,4838
10,3,20,2,3,0.7000,long,0.2500,0.9442,0.2717,-0.4615,0.5886,3850
10,3,40,2,3,0.5000,long,0.2500,0.9426,0.2721,-0.3705,0.7345,3856
10,3,40,3,14,0.3000,long,0.2500,0.9422,0.3083,-0.5481,0.5625,4827
20,10,40,2,14,0.5000,long,0.2500,0.9414,0.3305,-0.4934,0.6698,3535
10,5,40,3,3,0.5000,long,0.2500,0.9407,0.2686,-0.4097,0.6556,5318
5,5,20,3,14,0.5000,long,0.2500,0.9404,0.3275,-0.4547,0.7203,4845
20,5,20,3,3,0.5000,long,0.2500,0.9399,0.3117,-0.6032,0.5168,5164
20,10,20,3,3,0.7000,long,0.2500,0.9398,0.3068,-0.6467,0.4744,5079
20,3,20,1,7,0.3000,long,0.0000,0.9392,0.5716,-0.7827,0.7302,390
20,5,20,1,7,0.7000,long,0.2500,0.9389,0.3404,-0.5281,0.6446,1923
10,10,40,3,7,0.7000,long,0.0000,0.9385,0.5364,-0.8520,0.6295,849
10,5,40,3,3,0.3000,long,0.2500,0.9383,0.2693,-0.3992,0.6745,5327
10,3,40,2,7,0.7000,long,0.0000,0.9381,0.5502,-0.8021,0.6859,638
20,3,20,3,3,0.5000,long,0.2500,0.9377,0.3065,-0.6319,0.4850,5220
5,10,40,1,14,0.5000,long,0.0000,0.9371,0.6010,-0.8071,0.7447,220
10,5,20,3,3,0.5000,long,0.2500,0.9359,0.2685,-0.4175,0.6431,5342
20,10,40,3,3,0.7000,long,0.2500,0.9354,0.3052,-0.6570,0.4645,5064
10,3,40,1,14,0.3000,long,0.0000,0.9353,0.5551,-0.8569,0.6478,216
20,3,40,1,7,0.7000,long,0.0000,0.9352,0.5810,-0.9313,0.6238,306
20,10,20,2,14,0.3000,long,0.2500,0.9352,0.3266,-0.4891,0.6678,3551
10,5,20,2,3,0.7000,long,0.2500,0.9328,0.2677,-0.4611,0.5806,3831
20,3,20,3,3,0.7000,long,0.2500,0.9326,0.3026,-0.6444,0.4697,5126
10,3,40,3,14,0.7000,long,0.2500,0.9322,0.3038,-0.5612,0.5413,4833
5,3,40,2,14,0.7000,long,0.2500,0.9314,0.3328,-0.4743,0.7017,3413
10,5,40,2,3,0.7000,long,0.2500,0.9311,0.2673,-0.4653,0.5745,3822
20,10,40,2,14,0.7000,long,0.2500,0.9261,0.3256,-0.5282,0.6165,3522
5,10,40,2,14,0.7000,long,0.2500,0.9256,0.3332,-0.5136,0.6488,3409
10,5,20,2,7,0.7000,long,0.0000,0.9251,0.5363,-0.8448,0.6348,658
20,5,40,1,7,0.5000,long,0.2500,0.9248,0.3330,-0.5401,0.6165,1921
20,5,20,3,3,0.3000,long,0.2500,0.9246,0.3056,-0.6099,0.5011,5214
5,3,20,2,14,0.7000,long,0.2500,0.9234,0.3351,-0.4786,0.7002,3414
10,3,40,2,7,0.5000,long,0.0000,0.9234,0.5322,-0.7692,0.6918,646
10,5,40,1,14,0.5000,long,0.0000,0.9217,0.5348,-0.7734,0.6916,210
10,5,40,2,14,0.7000,long,0.2500,0.9183,0.3077,-0.4951,0.6215,3420
10,3,20,3,3,0.7000,long,0.2500,0.9172,0.2601,-0.4586,0.5672,5355
20,5,20,3,3,0.7000,long,0.2500,0.9167,0.2956,-0.6545,0.4516,5107
10,3,40,1,3,0.7000,long,0.2500,0.9141,0.2737,-0.5041,0.5429,2079
20,10,20,2,14,0.7000,long,0.2500,0.9131,0.3183,-0.5422,0.5870,3535
10,5,40,3,14,0.5000,long,0.2500,0.9124,0.2935,-0.5807,0.5054,4833
10,10,40,2,7,0.3000,long,0.0000,0.9123,0.5135,-0.8292,0.6192,623
5,3,40,1,14,0.3000,long,0.0000,0.9108,0.5322,-0.8286,0.6423,226
5,5,20,2,14,0.7000,long,0.2500,0.9102,0.3233,-0.4743,0.6815,3419
20,10,20,1,7,0.5000,long,0.2500,0.9097,0.3185,-0.4888,0.6516,1927
10,10,40,3,3,0.7000,long,0.2500,0.9088,0.2577,-0.4335,0.5946,5330
10,10,20,2,14,0.3000,long,0.0000,0.9083,0.5058,-0.8105,0.6241,389
20,3,40,3,3,0.5000,long,0.2500,0.9079,0.2983,-0.6406,0.4657,5176
10,5,40,1,3,0.7000,long,0.2500,0.9059,0.2703,-0.4957,0.5454,2073
5,5,20,1,14,0.3000,long,0.0000,0.9051,0.5709,-0.9324,0.6123,224
10,5,40,1,14,0.3000,long,0.0000,0.9050,0.5103,-0.8191,0.6230,210
20,5,20,2,14,0.5000,long,0.2500,0.9049,0.3104,-0.5332,0.5820,3539
10,10,20,1,3,0.5000,long,0.2500,0.9044,0.2705,-0.4170,0.6488,2069
10,10,40,3,14,0.3000,long,0.2500,0.9032,0.2891,-0.5682,0.5088,4839
10,10,40,2,14,0.3000,long,0.2500,0.9025,0.2949,-0.5331,0.5531,3418
20,10,20,1,7,0.3000,long,0.2500,0.9005,0.3140,-0.4199,0.7479,1932
20,5,40,1,14,0.7000,long,0.0000,0.9000,0.5062,-0.8115,0.6237,212
20,5,40,3,3,0.7000,long,0.2500,0.8995,0.2881,-0.6507,0.4427,5077
20,3,20,2,3,0.5000,long,0.2500,0.8992,0.2900,-0.5869,0.4941,3762
10,3,20,3,3,0.3000,long,0.2500,0.8968,0.2528,-0.4524,0.5587,5442
5,5,40,1,14,0.5000,long,0.0000,0.8966,0.5126,-0.8223,0.6234,224
10,5,40,2,3,0.3000,long,0.2500,0.8948,0.2553,-0.3787,0.6742,3840
10,3,40,2,14,0.7000,long,0.2500,0.8943,0.2902,-0.4958,0.5854,3421
20,3,20,2,3,0.3000,long,0.2500,0.8941,0.2941,-0.5986,0.4913,3818
10,10,20,3,14,0.7000,long,0.2500,0.8941,0.2857,-0.5630,0.5075,4843
20,5,40,3,3,0.5000,long,0.2500,0.8925,0.2907,-0.6329,0.4593,5120
10,3,20,3,3,0.5000,long,0.2500,0.8924,0.2512,-0.4714,0.5329,5390
10,10,40,1,14,0.3000,long,0.2500,0.8918,0.3146,-0.5518,0.5702,1850
5,3,40,1,14,0.5000,long,0.0000,0.8906,0.5051,-0.8416,0.6002,226
20,5,20,2,3,0.7000,long,0.2500,0.8903,0.2842,-0.6339,0.4484,3674
20,5,20,1,7,0.5000,long,0.2500,0.8900,0.3067,-0.4878,0.6287,1940
10,10,20,1,3,0.7000,long,0.2500,0.8896,0.2671,-0.5039,0.5301,2073
10,10,40,2,7,0.7000,long,0.0000,0.8885,0.4861,-0.7940,0.6122,621
10,10,40,3,14,0.5000,long,0.2500,0.8884,0.2825,-0.5593,0.5050,4840
20,3,40,3,3,0.7000,long,0.2500,0.8878,0.2827,-0.6558,0.4310,5112
20,3,20,1,7,0.5000,long,0.0000,0.8874,0.5010,-0.8859,0.5656,378
5,10,20,2,14,0.5000,long,0.2500,0.8860,0.3093,-0.5364,0.5767,3427
10,5,40,1,14,0.7000,long,0.2500,0.8854,0.3161,-0.4467,0.7075,1849
10,3,20,3,14,0.5000,long,0.2500,0.8852,0.2847,-0.5865,0.4855,4845
10,5,20,3,3,0.7000,long,0.2500,0.8839,0.2475,-0.4581,0.5403,5335
10,10,40,2,7,0.5000,long,0.0000,0.8836,0.4763,-0.8244,0.5778,638
10,3,40,3,3,0.7000,long,0.2500,0.8833,0.2479,-0.4477,0.5537,5338
20,10,40,3,3,0.5000,long,0.2500,0.8827,0.2807,-0.6444,0.4356,5078
10,5,20,1,3,0.5000,long,0.2500,0.8825,0.2630,-0.4953,0.5310,2091
20,5,20,2,14,0.7000,long,0.2500,0.8821,0.2988,-0.5441,0.5493,3532
10,3,40,1,3,0.3000,long,0.2500,0.8813,0.2615,-0.4444,0.5885,2113
20,10,20,3,3,0.5000,long,0.2500,0.8811,0.2799,-0.6250,0.4478,5132
20,5,20,1,14,0.3000,long,0.0000,0.8809,0.4901,-0.8755,0.5598,238
10,3,20,2,14,0.7000,long,0.2500,0.8799,0.2834,-0.4937,0.5741,3426
10,3,20,1,3,0.3000,long,0.2500,0.8794,0.2647,-0.5156,0.5133,2147
10,3,20,2,14,0.5000,long,0.2500,0.8785,0.2786,-0.4768,0.5844,3429
20,3,40,3,3,0.3000,long,0.2500,0.8773,0.2850,-0.6365,0.4477,5231
20,10,20,1,14,0.3000,long,0.2500,0.8752,0.2976,-0.5224,0.5697,1904
20,5,20,2,3,0.5000,long,0.2500,0.8747,0.2793,-0.6175,0.4523,3710
10,10,20,2,14,0.5000,long,0.2500,0.8741,0.2857,-0.5083,0.5620,3429
10,3,40,1,7,0.3000,long,0.0000,0.8740,0.4624,-0.7515,0.6153,376
10,3,20,1,3,0.5000,long,0.2500,0.8736,0.2594,-0.5080,0.5105,2125
10,10,40,1,7,0.3000,long,0.0000,0.8735,0.4807,-0.8313,0.5783,346
20,10,20,3,3,0.3000,long,0.2500,0.8732,0.2755,-0.6153,0.4478,5154
10,10,40,3,14,0.7000,long,0.2500,0.8708,0.2753,-0.5871,0.4688,4837
20,3,40,2,3,0.7000,long,0.2500,0.8700,0.2740,-0.6405,0.4277,3660
10,5,40,3,14,0.3000,long,0.2500,0.8695,0.2745,-0.5886,0.4664,4834
10,5,20,3,14,0.7000,long,0.2500,0.8689,0.2755,-0.5755,0.4787,4839
10,3,20,3,14,0.3000,long,0.2500,0.8681,0.2674,-0.5150,0.5192,4846
5,5,40,2,14,0.5000,long,0.2500,0.8657,0.3001,-0.5036,0.5958,3410
20,10,20,1,7,0.5000,long,0.0000,0.8654,0.4916,-0.8988,0.5469,348
10,10,20,3,14,0.5000,long,0.2500,0.8652,0.2740,-0.5770,0.4749,4848
20,10,20,2,14,0.5000,long,0.2500,0.8635,0.2930,-0.5419,0.5406,3542
5,10,20,1,14,0.3000,long,0.0000,0.8631,0.4909,-0.8496,0.5778,228
20,3,20,1,7,0.7000,long,0.0000,0.8622,0.4686,-0.9007,0.5202,340
10,5,40,3,3,0.7000,long,0.2500,0.8607,0.2393,-0.4695,0.5097,5339
10,10,20,2,14,0.7000,long,0.2500,0.8577,0.2775,-0.4870,0.5698,3426
10,3,40,2,14,0.5000,long,0.2500,0.8569,0.2761,-0.5321,0.5189,3423
10,3,40,2,14,0.3000,long,0.2500,0.8568,0.2675,-0.5575,0.4797,3422
10,5,20,1,7,0.3000,long,0.0000,0.8566,0.4475,-0.9139,0.4897,410
20,5,40,3,3,0.3000,long,0.2500,0.8565,0.2747,-0.6115,0.4492,5142
10,10,20,2,7,0.3000,long,0.0000,0.8560,0.4427,-0.8354,0.5299,659
10,5,20,2,14,0.5000,long,0.2500,0.8550,0.2714,-0.6034,0.4498,3431
20,3,20,1,3,0.5000,long,0.2500,0.8548,0.2909,-0.5898,0.4932,2087
10,5,20,1,7,0.7000,long,0.0000,0.8527,0.4445,-0.8609,0.5163,384
20,5,20,1,3,0.3000,long,0.2500,0.8524,0.2826,-0.6120,0.4618,2073
20,5,40,1,7,0.5000,long,0.0000,0.8522,0.4540,-0.9169,0.4952,334
20,10,20,1,3,0.5000,long,0.2500,0.8518,0.2854,-0.6702,0.4259,2016
10,3,20,1,7,0.3000,long,0.0000,0.8510,0.4268,-0.7702,0.5541,414
10,5,20,3,14,0.3000,long,0.2500,0.8509,0.2624,-0.6522,0.4024,4855
20,10,40,3,3,0.3000,long,0.2500,0.8495,0.2652,-0.6295,0.4212,5096
10,3,20,1,14,0.5000,long,0.0000,0.8453,0.4257,-0.8761,0.4859,214
10,10,20,3,3,0.7000,long,0.2500,0.8447,0.2344,-0.4656,0.5035,5351
10,5,40,1,14,0.7000,long,0.0000,0.8441,0.4327,-0.7476,0.5788,214
10,5,40,1,3,0.5000,long,0.2500,0.8430,0.2450,-0.4966,0.4932,2078
20,10,20,1,7,0.3000,long,0.0000,0.8425,0.4561,-0.8655,0.5270,354
10,5,40,1,3,0.3000,long,0.2500,0.8421,0.2460,-0.4547,0.5409,2078
10,3,20,1,14,0.3000,long,0.0000,0.8418,0.4213,-0.9058,0.4651,226
10,3,40,1,14,0.3000,long,0.2500,0.8412,0.2742,-0.4434,0.6183,1853
10,5,40,3,7,0.5000,long,0.2500,0.8382,0.2491,-0.4780,0.5211,5040
20,5,40,1,3,0.3000,long,0.2500,0.8381,0.2740,-0.6133,0.4468,2034
10,10,40,1,14,0.3000,long,0.0000,0.8380,0.4322,-0.8618,0.5014,210
20,5,40,2,3,0.7000,long,0.2500,0.8356,0.2592,-0.6397,0.4051,3644
10,3,20,1,7,0.7000,long,0.0000,0.8351,0.4060,-0.8460,0.4800,378
20,10,40,2,3,0.7000,long,0.2500,0.8347,0.2597,-0.6438,0.4034,3623
20,5,20,1,7,0.7000,long,0.0000,0.8342,0.4284,-0.9267,0.4624,342
20,5,40,2,3,0.5000,long,0.2500,0.8330,0.2582,-0.6202,0.4163,3669
10,5,40,3,7,0.3000,long,0.2500,0.8326,0.2471,-0.4677,0.5284,5043
5,3,40,1,14,0.7000,long,0.0000,0.8325,0.4249,-0.8301,0.5119,218
5,10,40,1,14,0.5000,long,0.2500,0.8299,0.3147,-0.5540,0.5680,1816
5,3,40,1,14,0.5000,long,0.2500,0.8293,0.3109,-0.5549,0.5604,1819
10,10,20,2,3,0.3000,long,0.2500,0.8270,0.2291,-0.3624,0.6321,3837
10,10,20,2,7,0.5000,long,0.0000,0.8264,0.4049,-0.8314,0.4871,661
20,3,40,1,14,0.7000,long,0.0000,0.8243,0.4045,-0.8476,0.4772,212
5,5,40,1,14,0.3000,long,0.2500,0.8217,0.2926,-0.5611,0.5215,1814
20,5,20,1,14,0.3000,long,0.2500,0.8203,0.2658,-0.5766,0.4610,1905
20,3,40,2,3,0.5000,long,0.2500,0.8202,0.2524,-0.6254,0.4035,3722
10,10,40,2,14,0.7000,long,0.2500,0.8175,0.2579,-0.5091,0.5065,3424
5,3,40,1,14,0.3000,long,0.2500,0.8161,0.2891,-0.5430,0.5324,1818
10,10,40,1,3,0.5000,long,0.2500,0.8157,0.2376,-0.4216,0.5636,2064
10,5,40,2,14,0.3000,long,0.2500,0.8154,0.2606,-0.5960,0.4372,3422
10,10,20,2,3,0.5000,long,0.2500,0.8149,0.2247,-0.4546,0.4942,3826
10,10,20,2,7,0.7000,long,0.0000,0.8122,0.3875,-0.8258,0.4693,639
5,3,40,1,14,0.7000,long,0.2500,0.8061,0.2975,-0.5441,0.5468,1815
20,5,40,1,14,0.5000,long,0.0000,0.8059,0.3803,-0.8653,0.4396,222
10,5,40,2,3,0.5000,long,0.2500,0.8057,0.2201,-0.4607,0.4778,3832
20,10,20,2,3,0.5000,long,0.2500,0.8041,0.2521,-0.6006,0.4198,3669
10,5,20,2,14,0.7000,long,0.2500,0.8028,0.2520,-0.6242,0.4037,3424
10,3,40,3,14,0.5000,long,0.2500,0.8014,0.2437,-0.5773,0.4221,4829
20,5,40,1,3,0.7000,long,0.2500,0.8014,0.2623,-0.6951,0.3774,1985
20,3,40,2,3,0.3000,long,0.2500,0.8010,0.2444,-0.6011,0.4066,3754
20,10,20,2,3,0.3000,long,0.2500,0.7994,0.2480,-0.5717,0.4339,3700
5,5,40,2,14,0.3000,long,0.2500,0.7991,0.2699,-0.5455,0.4948,3415
10,5,40,1,7,0.3000,long,0.0000,0.7991,0.3578,-0.9070,0.3945,374
10,3,20,3,7,0.3000,long,0.2500,0.7990,0.2338,-0.5010,0.4667,5072
20,3,20,3,3,0.3000,long,0.2500,0.7976,0.2486,-0.6340,0.3921,5313
20,10,40,2,3,0.3000,long,0.2500,0.7965,0.2476,-0.6049,0.4093,3644
20,3,20,1,14,0.5000,long,0.0000,0.7965,0.3735,-0.8765,0.4261,236
10,3,20,1,7,0.5000,long,0.0000,0.7963,0.3542,-0.8341,0.4246,408
20,10,40,2,3,0.5000,long,0.2500,0.7958,0.2429,-0.6313,0.3848,3636
20,3,20,1,14,0.5000,long,0.2500,0.7952,0.2635,-0.5417,0.4864,1907
20,5,40,1,14,0.5000,long,0.2500,0.7927,0.2634,-0.5281,0.4987,1898
10,5,20,3,7,0.5000,long,0.2500,0.7903,0.2297,-0.5493,0.4182,5062
10,10,20,2,14,0.3000,long,0.2500,0.7902,0.2486,-0.5680,0.4377,3432
10,5,20,1,7,0.5000,long,0.0000,0.7894,0.3454,-0.8602,0.4015,416
20,10,20,1,3,0.7000,long,0.2500,0.7889,0.2571,-0.6922,0.3714,2016
10,5,20,3,7,0.3000,long,0.2500,0.7858,0.2276,-0.5479,0.4154,5078
10,3,20,1,7,0.7000,long,0.2500,0.7831,0.2455,-0.3743,0.6559,1933
10,5,20,1,3,0.3000,long,0.2500,0.7807,0.2206,-0.4336,0.5089,2101
20,10,20,1,14,0.3000,long,0.0000,0.7775,0.3625,-0.8735,0.4150,236
10,10,40,1,3,0.7000,long,0.2500,0.7773,0.2200,-0.5598,0.3930,2074
5,5,40,1,14,0.7000,long,0.0000,0.7768,0.3507,-0.8600,0.4077,218
10,5,40,2,14,0.5000,long,0.2500,0.7764,0.2418,-0.6049,0.3997,3419
10,10,40,1,14,0.7000,long,0.0000,0.7762,0.3363,-0.7435,0.4523,216
10,3,40,3,7,0.3000,long,0.2500,0.7752,0.2247,-0.5033,0.4465,5050
10,5,20,2,14,0.3000,long,0.2500,0.7752,0.2354,-0.6424,0.3663,3435
10,5,20,1,14,0.5000,long,0.0000,0.7746,0.3320,-0.9244,0.3591,226
20,5,40,1,14,0.7000,long,0.2500,0.7733,0.2572,-0.5684,0.4525,1891
10,5,40,1,7,0.7000,long,0.0000,0.7730,0.3245,-0.8247,0.3935,366
5,5,20,2,14,0.5000,long,0.2500,0.7724,0.2514,-0.4861,0.5171,3417
10,5,40,1,14,0.3000,long,0.2500,0.7686,0.2404,-0.5038,0.4772,1849
10,3,20,1,14,0.5000,long,0.2500,0.7682,0.2375,-0.4586,0.5178,1851
20,3,40,1,3,0.3000,long,0.2500,0.7665,0.2384,-0.6392,0.3730,2088
10,5,40,1,14,0.5000,long,0.2500,0.7662,0.2406,-0.4619,0.5209,1849
5,10,40,1,14,0.7000,long,0.0000,0.7660,0.3371,-0.8553,0.3941,218
10,5,20,3,14,0.5000,long,0.2500,0.7645,0.2244,-0.6050,0.3709,4847
20,10,20,1,3,0.3000,long,0.2500,0.7626,0.2421,-0.6683,0.3623,2030
10,3,20,3,7,0.5000,long,0.2500,0.7569,0.2165,-0.5350,0.4047,5068
20,3,20,2,3,0.7000,long,0.2500,0.7553,0.2257,-0.6758,0.3339,3698
5,10,20,1,14,0.5000,long,0.0000,0.7543,0.3417,-0.8568,0.3988,220
20,5,40,2,3,0.3000,long,0.2500,0.7505,0.2270,-0.6249,0.3633,3707
20,3,40,1,14,0.7000,long,0.2500,0.7500,0.2441,-0.5624,0.4340,1891
10,3,40,1,14,0.7000,long,0.2500,0.7495,0.2353,-0.4544,0.5178,1851
20,10,20,2,3,0.7000,long,0.2500,0.7478,0.2274,-0.6300,0.3609,3655
20,3,40,1,3,0.7000,long,0.2500,0.7464,0.2361,-0.7014,0.3366,2004
10,3,40,1,7,0.5000,long,0.0000,0.7459,0.2836,-0.8081,0.3510,386
20,5,20,1,3,0.5000,long,0.2500,0.7444,0.2355,-0.6874,0.3427,2060
10,5,20,1,14,0.7000,long,0.0000,0.7436,0.2993,-0.7701,0.3886,226
10,10,40,3,7,0.5000,long,0.2500,0.7434,0.2096,-0.5416,0.3871,5023
20,3,20,1,14,0.3000,long,0.0000,0.7379,0.3044,-0.9189,0.3313,236
10,10,40,1,14,0.5000,long,0.0000,0.7307,0.2834,-0.8661,0.3272,214
10,10,20,1,3,0.3000,long,0.2500,0.7305,0.2005,-0.4301,0.4662,2065
10,10,40,1,14,0.7000,long,0.2500,0.7303,0.2334,-0.4818,0.4845,1851
20,10,20,1,14,0.5000,long,0.2500,0.7280,0.2262,-0.5578,0.4056,1904
20,10,40,1,14,0.5000,long,0.0000,0.7268,0.2882,-0.8799,0.3276,224
20,5,20,1,14,0.5000,long,0.0000,0.7263,0.2907,-0.9164,0.3172,240
10,10,40,1,14,0.5000,long,0.2500,0.7227,0.2309,-0.5638,0.4096,1852
10,10,20,1,7,0.7000,long,0.0000,0.7225,0.2585,-0.9108,0.2838,376
5,5,40,1,14,0.5000,long,0.2500,0.7204,0.2503,-0.5716,0.4379,1818
10,10,20,1,7,0.5000,long,0.0000,0.7203,0.2513,-0.9007,0.2790,376
10,10,40,3,7,0.3000,long,0.2500,0.7196,0.2007,-0.5589,0.3590,5023
20,10,40,1,3,0.7000,long,0.2500,0.7188,0.2247,-0.6978,0.3220,1978
10,3,20,3,7,0.7000,long,0.2500,0.7149,0.1989,-0.5173,0.3845,5052
10,10,20,1,14,0.7000,long,0.0000,0.7142,0.2610,-0.7972,0.3274,226
20,5,40,1,3,0.5000,long,0.2500,0.7135,0.2200,-0.6984,0.3150,2022
10,5,20,2,7,0.3000,long,0.2500,0.7125,0.2045,-0.4766,0.4290,3621
10,3,40,3,7,0.5000,long,0.2500,0.7120,0.1982,-0.5059,0.3919,5048
10,5,40,3,7,0.7000,long,0.2500,0.7088,0.1959,-0.4623,0.4238,5044
10,10,40,1,7,0.7000,long,0.0000,0.7067,0.2329,-0.8570,0.2717,370
10,3,40,1,14,0.7000,long,0.0000,0.7035,0.2447,-0.7129,0.3432,216
10,10,20,1,14,0.7000,long,0.2500,0.7027,0.2203,-0.4883,0.4511,1856
20,5,20,1,3,0.7000,long,0.2500,0.7019,0.2141,-0.6921,0.3094,2055
10,3,40,1,14,0.5000,long,0.0000,0.7016,0.2423,-0.8628,0.2809,218
10,5,40,1,7,0.5000,long,0.0000,0.6991,0.2251,-0.8556,0.2631,378
10,5,40,2,7,0.3000,long,0.2500,0.6983,0.2001,-0.5281,0.3789,3593
20,5,20,1,14,0.7000,long,0.0000,0.6977,0.2523,-0.8240,0.3062,226
20,10,40,1,14,0.7000,long,0.0000,0.6960,0.2483,-0.8974,0.2767,216
5,3,20,1,14,0.5000,long,0.2500,0.6947,0.2278,-0.5502,0.4141,1821
5,3,20,1,14,0.3000,long,0.0000,0.6946,0.2601,-0.9180,0.2833,232
10,3,20,1,14,0.3000,long,0.2500,0.6937,0.2043,-0.5360,0.3812,1857
10,3,20,2,7,0.3000,long,0.2500,0.6929,0.1969,-0.4966,0.3964,3621
5,10,20,1,14,0.3000,long,0.2500,0.6928,0.2215,-0.5891,0.3760,1818
20,10,40,1,3,0.5000,long,0.2500,0.6873,0.2070,-0.6567,0.3152,1998
20,10,20,1,14,0.7000,long,0.0000,0.6848,0.2377,-0.8912,0.2667,230
10,5,20,1,14,0.3000,long,0.0000,0.6842,0.2251,-0.9477,0.2376,228
5,3,20,1,14,0.7000,long,0.2500,0.6830,0.2294,-0.5423,0.4230,1819
10,3,20,2,7,0.5000,long,0.2500,0.6806,0.1905,-0.4553,0.4185,3608
10,3,20,1,14,0.7000,long,0.0000,0.6793,0.2167,-0.7973,0.2718,224
10,3,20,1,14,0.7000,long,0.2500,0.6741,0.2007,-0.4490,0.4471,1855
10,3,40,1,3,0.5000,long,0.2500,0.6713,0.1781,-0.4566,0.3901,2105
5,10,40,1,14,0.7000,long,0.2500,0.6708,0.2237,-0.6089,0.3673,1815
20,10,40,1,14,0.5000,long,0.2500,0.6706,0.2054,-0.6078,0.3380,1899
10,3,40,1,7,0.7000,long,0.0000,0.6705,0.1905,-0.8785,0.2169,372
20,3,20,1,14,0.7000,long,0.0000,0.6701,0.2189,-0.9016,0.2427,224
10,5,20,1,14,0.7000,long,0.2500,0.6567,0.2019,-0.4809,0.4199,1856
5,3,20,1,14,0.7000,long,0.0000,0.6548,0.2101,-0.9040,0.2325,224
10,5,20,1,7,0.7000,long,0.2500,0.6545,0.1910,-0.4777,0.3999,1936
5,5,40,1,14,0.7000,long,0.2500,0.6514,0.2133,-0.6022,0.3541,1815
